Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CO,2011,"9         ",Female,15,Right-Handed,5,21,,1,Car,15,0.359,56,Other,1000,1000,1000,,950,950,23,"Left foot",6,7,"Ring finger",October,Summer,Yes,No,Salads,Tea,"Social studies",9,10,2,"Yes - dial-up connection","Cell phone",45,50,5,5,2,4,2,0,0,24,4,6,0,0,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Business person","Wildlife, animals"
USA,OH,2013,"9         ",Male,14,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NE,2018,"9         ",Female,15,Right-Handed,173.9,24.5,68,2,Car,25,0.319,31,Other,1000,900,750,800,750,780,24.5,"Same length",75,80,"Ring finger",March,Summer,No,No,Fruit,Water,Art,6,8,5,"Yes - broadband connection","Internet chat or instant messaging",150,151,1.5,5,2.5,.5,22,.25,10,10,40,4,0,0.5,Some,"Graduate degree",Other,Fly,Happy,"Sports person",Other
USA,MN,2017,"9         ",Male,16,Right-Handed,12.5,,,1,Bus,,.354,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NE,2014,"9         ",Male,18,Right-Handed,12.7,30.48,32,2,Car,15,0.37,37,Basketball,1000,503,433,588,1000,1000,5.588,"Same length",35,30,"Index finger",October,Summer,No,No,Meat,Milk,"Physical education",8,9,12,"Yes - broadband connection","Text messaging",1000,920,8,0,1,9,0,0,3,2,2,3,0,2,"Very little","Some college",Techno/Electronic,Fly,Rich,Relative,Health
USA,MI,2018,"9         ",Female,14,Right-Handed,163,23,166,2,Car,30,,,Soccer,900,1000,800,800,600,900,24,"Left foot",80,60,"Index finger",January,Winter,No,No,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","In person",5,6,9,5,9,5,10,4,9,5,8,5,0,5,Some,"Undergraduate degree",Pop,Telepathy,Happy,Actor,"Wildlife, animals"
USA,OR,2018,"9         ",Female,16,Right-Handed,169,24.5,166,1,Bus,60,0.427,56,Basketball,60,40,40,70,75,90,24.5,"Same length",6.5,6.5,"Same length",June,Summer,Yes,No,Meat,Tea,Music,5,8,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,3,0,2,4,1,0,6,0,8,3,0,4,"A lot","Undergraduate degree",Country,Fly,Happy,Other,Health
USA,IL,2016,"9         ",Male,15,Right-Handed,183,26,183,1,Car,20,0.772,55,Rowing,900,700,100,600,500,800,27,"Left foot",6.8,7.2,"Ring finger",February,Winter,No,No,Meat,Water,Science,8,10,5,"Yes - broadband connection","In person",7,8,6,.5,18,9,12,4,0,2,4,6,4,3,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Relative,"Education/Youth development"
USA,OR,2018,"9         ",Male,15,Right-Handed,175.5,23,175,1,Car,2,0.334,55,"Football (American)",500,500,500,500,500,500,25,"Left foot",8.5,8,"Index finger",June,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,3,3,"Yes - other","Text messaging",3,14,2,0,1,1,3,8,0,0,0,1,0,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,Other,"Education/Youth development"
USA,MD,2017,"9         ",Male,15,Right-Handed,182,28,180,1,Car,20,.691,38,Golf,750,600,450,300,600,800,28,"Same length",95,95,"Same length",October,Fall,No,No,Pizza/Pasta,Milk,History,7,11,4,"Yes - broadband connection","Text messaging",4,10,32.5,.5,10,4,10,60,2,10,100,4,0,.3,"Very little","Graduate degree","Rock and roll","Freeze time",Happy,Relative,Health
USA,NC,2013,"9         ",Female,13,Right-Handed,58,20,20,1,Bus,7,4.435,69,Dancing,0,75,50,80,100,100,20,,9,6,"Ring finger",September,Winter,Yes,No,Pizza/Pasta,Milk,Music,7,12,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",900,950,10,10,6,10,7,10,10,10,10,10,8,10000,"Very little","Some college","Rap/Hip hop",Invisibility,Rich,Actor,"Education/Youth development"
USA,MN,2016,"9         ",Male,15,Right-Handed,177,25,181,1,Bus,32,0.389,32,Swimming,615,824,754,989,503,695,27,"Left foot",78,72,"Index finger",August,Spring,Yes,No,Pizza/Pasta,Water,English,6,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",34,56,3,0,18,5,0,4,22,1,27,9,0,1,"A lot","Graduate degree","Rock and roll",Telepathy,Happy,Teacher,Health
USA,GA,2016,"9         ",Male,14,Right-Handed,138,28,190,2,Bus,2,.356,39,Basketball,1000,976,564,941,100,100,28,"Same length",80,80,"Same length",August,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5,10,8,"Yes - broadband connection","Internet chat or instant messaging",12,59,1,0,3,1,2,0,5,4,3,2,0,1,"Very little","Graduate degree",Other,"Freeze time",Healthy,Other,"International aid"
USA,MI,2017,"9         ",Male,14,Right-Handed,150,24,155,2,Car,7,.69,42,Soccer,100,200,300,400,500,750,23,"Right foot",8.5,9,"Ring finger",September,Summer,No,No,Desserts,Water,Art,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,24,,,,,,,,,,,,Some,,,,,,
USA,NJ,2012,"9         ",Female,15,Right-Handed,154,20.5,145,2,Car,10,.9,58,Baseball/Softball,600,400,500,400,700,400,20.5,"Same length",70,70,"Same length",January,Spring,No,No,"No favorite",Other,Other,6,2,3,"Yes - other","Cell phone",43,51,5,14,3,7,5,1,10,7,14,7,0,3,Some,"Graduate degree",Other,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,NE,2014,"9         ",Male,15,Left-Handed,54,10,18,1,Car,10,0.541,60,Swimming,5,50,1000,1000,1000,1000,10,"Same length",8,8,"Same length",December,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Computers and technology",8,10,4,"Yes - other","Text messaging",37,35,6,2,3,4,1,1,4,4,4,4,1,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Actor,"Wildlife, animals"
USA,NY,2014,"9         ",Female,14,Right-Handed,148,22,144,1,Bus,10,0.5,77,Swimming,759,727,396,695,0,316,23.8,"Same length",7,7.5,"Ring finger",July,Summer,No,No,Other,Water,English,9,10,4,"Yes - other","In person",3,4,,,,,,,,,,,,,,,,,,,
USA,NE,2018,"9         ",Female,15,Right-Handed,65,21,157.4,2,Car,20,.063,37,Walking/Hiking,95,60,90,85,20,75,21,"Same length",62,70,"Ring finger",November,Spring,Yes,No,Pizza/Pasta,Water,Languages,9.3,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",142,128,3,0,2,6,8,24,60,6,9,2,0,21,Some,Other,Pop,Telepathy,Happy,Politician,"International aid"
USA,GA,2014,"9         ",Male,14,Right-Handed,125,22,135.5,2,Car,15,.333,56,Basketball,968,743,952,551,834,519,23,"Left foot",7,8,"Ring finger",March,Fall,Yes,No,Fruit,Water,"Mathematics and statistics",7,11,4,"Yes - other","Text messaging",200,15,2,1,4,3,2,1,2,2,2,4,1,2,"Very little","Graduate degree",Jazz,Invisibility,Happy,"Sports person",Health
USA,MN,2016,"9         ",Male,15,Right-Handed,179,28,176,2,Car,23,.4,39,Baseball/Softball,500,250,300,750,900,950,28,"Same length",,110,"Same length",March,Spring,No,No,Breads/Sandwiches,Milk,Science,7.5,9,4,"Yes - broadband connection","In person",150,150,5,0,7,14,14,1,0,7,7,5,1,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,GA,2014,"9         ",Female,14,Right-Handed,152,21,160,3,Car,18,0.372,29,Swimming,529,390,684,754,775,872,21,"Same length",60,60,"Same length",January,Summer,Yes,No,Pizza/Pasta,Water,Languages,8,10,4,"Yes - broadband connection","In person",40,60,6,1,3,15,10,2,3.5,3,2,3,0,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,NE,2018,"9         ",Male,14,Right-Handed,167.6,"28.5 ",165,2,Car,6,0.359,39,Running/Jogging,620,503,1000,578,364,947,28.5,"Left foot",95,97,"Ring finger",September,Fall,No,No,Seafood,Water,"Social studies",7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",34,35,15,0,18,21,12,16,5,1,9,0,0,6,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse",Health
USA,CA,2016,"9         ",Female,15,Left-Handed,152,23,151,2,Car,"7 ",0.45,35,Golf,1000,1000,1000,1000,503,904,23,"Same length",87,91,"Ring finger",June,Summer,Yes,No,"No favorite",Juice,Science,6,4,5,"Yes - other","Text messaging",150,160,9,1,1,1,3,1,1,24,1,24,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,MI,2018,"9         ",Female,14,Right-Handed,160,24,165,2,Car,10,0.394,44,Baseball/Softball,1000,1000,950,1000,0,500,24,"Same length",90,70,"Index finger",July,Summer,Yes,No,Desserts,Coffee,"Physical education",7hrs,5hrs,5,"Yes - broadband connection","Text messaging",35,55,30,5,40,30,5,3,3,40,100,40,0,15,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"International aid"
USA,MI,2018,"9         ",Male,14,Right-Handed,165,27,166,1,Bus,60-90,.325,48,"Hockey (Ice)",250,300,100,100,500,450,26,"Right foot",85,87,"Ring finger",October,Winter,No,No,"No favorite",Other,"Physical education",7-10,8-10,4-6,"Yes - other","In person",9,8,4,2,4-6,3,2,8,0,2,4,3,0,.5,Some,Other,"Heavy metal",Fly,Rich,Actor,Health
USA,IL,2017,"9         ",Male,14,Right-Handed,175.3,25.4,176,2,Walk,25,0.417,38,Other,600,600,600,600,0,800,25.4,"Same length",90,100,"Ring finger",June,Fall,No,No,Meat,Juice,"Mathematics and statistics",6,12,5,"Yes - broadband connection","Internet chat or instant messaging",100,100,30,0,30,10,30,6,5,20,6,5,0,15,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Healthy,"Musician or singer",Health
USA,GU,2014,"9         ",Female,15,Right-Handed,156,22,65,1,Car,6,0.360,43,Running/Jogging,605,617,813,813,409,428,23,"Left foot",80,77,"Index finger",October,Fall,No,No,Seafood,Juice,English,7,10,4,"Yes - broadband connection","Cell phone",15,15,5,21,7,24,5,0,24,5,5,1,0,20,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"Education/Youth development"
USA,NJ,2016,"9         ",Female,15,Left-Handed,5.5,"23 ",,1,Car,40,0.496,55,Soccer,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NE,2018,"9         ",Female,14,Right-Handed,73,22,178,2,Car,15,.375,32,Basketball,465,540,508,449,70,118,21.5,"Right foot",80,75,"Ring finger",September,Fall,No,No,"No favorite",Water,Art,7.5,7,3,"Yes - other","Text messaging",50,50,8,.5,2,2,1,0,10,5,5,1,0,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Environment
USA,NE,2013,"9         ",Female,14,Right-Handed,160,21.5,147,1,Car,15,1.055,51,Basketball,11,11,11,139,1000,1000,21,"Right foot",70,50,"Index finger",March,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,6,5,6,"Yes - other","Text messaging",77,109,12,2,0,1,9,3,46546,65464,53463,4,0,0,"A lot","Some college",Country,Telepathy,Happy,Friend,"International aid"
USA,GA,2015,"9         ",Male,14,Right-Handed,,25,,1,Car,8,,.708,Swimming,,,,,,,25,"Same length",,,"Same length",December,Winter,Yes,No,Seafood,Milk,History,7,11,3,"Yes - broadband connection","In person",8,10,48,2,10,32,42,6,16,17,9,14,38,38,"A lot","Graduate degree",Country,"Super strength",Happy,Friend,"Education/Youth development"
USA,MO,2016,"9         ",Female,15,Right-Handed,160,23,156,1,Car,5,.242,38,Other,999,500,800,700,300,400,24,"Left foot",75,70,"Index finger",September,Summer,Yes,No,Meat,Water,Art,8,9,3,"Yes - other",Other,20,25,30,2,3,6,15,1,10,8,15,10,8,4,"Very little",Other,Pop,Fly,Happy,"Musician or singer","Wildlife, animals"
USA,CA,2017,"9         ",Female,14,Right-Handed,172,25,160,2,Bus,60,0.394,54,Tennis,733,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OR,2018,"9         ",Male,16,Right-Handed,88,30,23,1,Walk,10,0.342,64,"Hockey (Ice)",500,200,900,500,30,1000,30,"Same length",7,7,"Ring finger",June,Winter,Yes,No,Meat,Water,"Physical education",6,8,3,"Yes - other",Other,100,80,5,0,4,2,8,14,3,10,2,2,0,2,"A lot","Some college","Rap/Hip hop",Fly,Happy,Friend,Environment
USA,WI,2014,"9         ",Female,14,Left-Handed,5,5,,2,Bus,30,,,Running/Jogging,,,,,,,5,"Right foot",,,"Index finger",September,Spring,No,No,Fruit,Juice,Art,6,5,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,15,3,1,2,6,4,2,4,6,8,4,0,1,Some,"Graduate degree","Punk rock",Telepathy,Rich,"Community leader or elder","Education/Youth development"
USA,NC,2014,"9         ",Male,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"9         ",Male,15,Right-Handed,187,26,197,2,Car,10,0.176,46,Baseball/Softball,481,1000,1000,1000,1000,1000,26,"Same length",105,113,"Ring finger",January,Spring,No,No,Desserts,Juice,"Physical education",8,2,4,"Yes - broadband connection","Text messaging",231,230,24,16,5,48,6,3,4,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,165,26,170,1,Car,28,0.477,49,Dancing,500,500,25,500,500,10,26,"Same length",100,8,"Index finger",July,Spring,Yes,No,,"Sports drink",Other,5,4,2,"Yes - broadband connection","Cell phone",120,200,247,247,24,247,247,0,210,247,247,32,0,48,Some,"High school","Rap/Hip hop",Invisibility,Famous,"Musician or singer",Other
USA,MN,2019,"9         ",Female,15,Right-Handed,171,28,180,2,Car,2,0.348,35,Lacrosse,900,500,200,850,300,1000,28,"Same length",96,74,"Index finger",December,Summer,Yes,No,"Rice/Noodle dishes",Water,Art,8,11,5,"Yes - broadband connection","In person",20,78,55,0.6,25,9,12,0,9,2,20,9,0,1,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Friend,"International aid"
USA,GA,2018,"9         ",Male,14,Right-Handed,,,,2,Bus,50,0.328,52,"Football (American)",500,650,450,550,800,700,,,,,,February,Summer,No,No,"No favorite",Water,"Physical education",7,11,8,"Yes - broadband connection","In person",2,2,35,10,20,10,14,12,10,1,8,3,0,10,"Very little","Graduate degree",,"Freeze time",Happy,Relative,Health
USA,CT,2019,"9         ",Female,15,Right-Handed,162,26,63,1,Bus,30,0.554,39,"Hockey (Field)",1000,556,1000,545,0,0,27,"Left foot",7,8,"Ring finger",February,Summer,Yes,No,Pizza/Pasta,Water,Other,9,12,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,2,8,.2,4,10,6,11,.5,1,2,9,,3.5,Some,Other,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,NE,2014,"9         ",Female,14,Right-Handed,160.0,13.97,147.3,1,Car,17,.457,46,Basketball,950,950,950,950,900,1000,14.60,"Left foot",75,70,"Index finger",June,Fall,Yes,No,Meat,Water,Science,6,9,4,"Yes - broadband connection","In person",4,7,9,0,10,8,2,0,1,3,10,1,0,5,Some,"Graduate degree",Pop,Telepathy,Happy,Actor,"International aid"
USA,OR,2018,"9         ",Female,15,Right-Handed,171,25,67,1,Bus,20,0.435,47,Walking/Hiking,1000,899,1000,999,100,999,23.5,"Right foot",70,75,"Ring finger",November,Spring,Yes,No,Seafood,Tea,Art,6,11,4,"No internet connection","Internet chat or instant messaging",100,200,7,,,,,,,,,,,,,,,,,,
USA,NC,2013,"9         ",Female,14,Left-Handed,60,26.5,164.5,2,Car,10,0.673,91,Other,904,984,107,1000,100,1000,26,"Right foot",9,8.5,"Index finger",October,Summer,No,No,Seafood,Juice,Music,10,11,6,"Yes - other","Text messaging",1,1,0,1,2,3,2,1,2,2,1,3,0,3,Some,"Graduate degree",Gospel,Telepathy,Famous,Relative,"International aid"
USA,MI,2018,"9         ",Female,14,Right-Handed,65,24,164,2,Walk,20,.724,45,Tennis,O,500,500,500,50,1000,24,"Same length",70,70,"Same length",September,Summer,Yes,No,Fruit,Other,Other,6,10,4,"Yes - broadband connection","Text messaging",50,119,"40.  ",3,"13 ",5,"2 1/2",3,7,10,100,15,0,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Other,"International aid"
USA,CA,2016,"9         ",Female,15,Right-Handed,60,18,30,2,Bus,60,.438,47,Running/Jogging,500,500,800,200,400,1000,18,"Same length",160,170,"Ring finger",May,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,4,6,"Yes - other","Internet chat or instant messaging",5,5,35,5,14,5,14,2,21,7,35,7,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,"International aid"
USA,NY,2019,"9         ",Male,15,Right-Handed,172,27,175,2,"Rail (Train/Tram/Subway)",25,.305,59,"Hockey (Ice)",401,1000,289,337,246,433,27,"Same length",,9,"Index finger",June,Spring,Yes,No,Pizza/Pasta,Juice,"Computers and technology",10,15,6,"Yes - other","In person",500,500,2,5,3,8,4,2,1,4,2,4,1,5,"Very little","High school","Rap/Hip hop",Fly,Happy,"Sports person",Environment
USA,CA,2018,"9         ",Male,14,Right-Handed,165,26,165,1,Car,15,0.507,36,"Football (American)",500,500,500,500,500,500,26,"Same length",70,75,"Ring finger",May,Winter,No,No,Meat,Water,"Physical education",6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,3,0,8,10,20,10,5,1,11,6,0,3,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,IA,2012,"9         ",Female,14,Right-Handed,147.3,"22.5 ","155 ",2,Car,7,3.373,0.6,Dancing,200,300,400,600,1000,1000,22.0,"Right foot",70,60.5,"Index finger",January,Fall,Yes,No,"Rice/Noodle dishes",Water,History,6.5,"9 ",4,"Yes - broadband connection","Text messaging",330,350,10,2,8,3,20,0,7,9,7,0,8,4,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person",Health
USA,DC,2010,"9         ",Female,15,Right-Handed,164,26,147,1,Bus,25,,,Athletics,500,500,500,,1000,1000,26,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"9         ",Female,14,Right-Handed,157,25,155,2,Car,5,.35,40,Skateboarding/Rollerblading,1000,1000,1000,1000,500,750,25,"Same length",70,74,"Ring finger",August,Spring,No,No,"Rice/Noodle dishes",Milk,Art,6,12,8,"Yes - broadband connection","Text messaging",30,27,0,0,25,1,4,1,35,10,35,0,0,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Friend,"Wildlife, animals"
USA,MI,2019,"9         ",Female,15,Right-Handed,164,24,167,1,Car,20,.775,,Basketball,,,,,,,,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"9         ",Male,14,Right-Handed,161,25,151,1,Car,15,.41,56,Athletics,900,900,900,900,900,900,25,"Same length",5,5,"Same length",May,Winter,Yes,No,Pizza/Pasta,Water,"Computers and technology",7,7,4,"Yes - broadband connection","In person",10,14,1,1,1,2,1,2,0,1,1,1,0,7,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,NC,2016,"9         ",Male,13,Right-Handed,163.5,23.5,165,1,Bus,45,.428,35,Other,455,481,802,807,995,995,23,"Right foot",7.5,8,"Ring finger",October,Spring,Yes,No,Pizza/Pasta,Water,History,7,5,4,"Yes - broadband connection",Other,1,0,1,.2,2.5,5,3,19,4,.1,17,19,0,.2,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,Other,"Arts, culture, sports"
USA,NC,2014,"9         ",Female,14,Right-Handed,169,25,182,1,Bus,13,0.547,39,Walking/Hiking,353,444,308,604,433,895,24.5,"Right foot",75,70,"Index finger",August,Spring,No,No,"No favorite",Tea,"Social studies",6,9,5,"Yes - broadband connection","Internet chat or instant messaging",49,34,48,6,2,17,0,0,15,10,30,11,0,5,"Very little","Undergraduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Actor,"International aid"
USA,HI,2011,"9         ",Female,13,Right-Handed,157.4,23.65,,2,Car,10,0.324,40,Other,800,800,600,,1000,1000,23.65,"Same length",65,67,"Ring finger",November,Winter,No,No,"No favorite",Juice,English,7,5,4,"Yes - broadband connection","Text messaging",100,100,30,1,25,10,6,30,30,30,30,5,5,25,"A lot","Graduate degree",Other,Telepathy,Happy,"Sports person",Health
USA,GA,2017,"9         ",Male,15,Right-Handed,165,25,139,2,Car,17,.259,30,Athletics,1000,1000,1000,1000,600,600,26,"Left foot",95,105,"Index finger",November,Summer,No,No,"No favorite",Water,"Computers and technology",5,8,5,"Yes - broadband connection","Cell phone",20,30,0,59,28,5,14,20,1,7,27,0,0,10,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Other,"International aid"
USA,WI,2014,"9         ",Female,14,Right-Handed,51,11,152,1,Bus,"1 ",5,10,Basketball,80,70,90,100,20,30,11,,1,1,"Index finger",March,Summer,No,No,Pizza/Pasta,Water,Art,8,10,8,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,6,1,1,2,3,1,1,1,2,3,1,2,2,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,GU,2014,"9         ",Male,15,Right-Handed,170.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MI,2019,"9         ",Female,14,Right-Handed,160.0,21.0,134.0,1,Car,40,0.738,48,Basketball,800,800,1000,500,300,500,21.0,"Same length",70,68,"Same length",November,Spring,Yes,No,Fruit,Juice,Other,5,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,3,8,0,1,2,0,0,3,1,0,1,0,0,Some,Other,"Rap/Hip hop",Fly,Rich,Relative,"Arts, culture, sports"
USA,NY,2019,"9         ",Male,14,Right-Handed,163,25,169,2,"Rail (Train/Tram/Subway)",16,0.164,47,Basketball,481,481,481,481,481,481,25,"Same length",7,6,"Index finger",September,Summer,No,No,,Juice,"Physical education",8,3,4,"Yes - broadband connection","Internet chat or instant messaging",idk,idk,11,0,5,8,14,10,14,10,10,10,10,14,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,Other,Health
USA,MO,2016,"9         ",Male,15,Left-Handed,76,26,176.5,1,Car,10,.25,53,"Football (American)",900,900,900,900,500,1000,26,"Same length",90,90,"Same length",January,Summer,Yes,No,Meat,Other,Other,5,3,4,"Yes - broadband connection","Text messaging",1023,1022,10,3,2,5,12,30,5,3,1,3,3,30,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Other,Other
USA,CA,2018,"9         ",Male,14,Right-Handed,169,26,170,2,Car,4,0.312,32,"Martial Arts",508,508,850,636,214,310,26,"Same length",78,80,"Ring finger",July,Winter,Yes,No,Meat,Water,"Physical education",7,9,7,"Yes - broadband connection","Internet chat or instant messaging",350,400,8,1,5,5,1,0,4,5,60,7,0,0,"A lot","Graduate degree","Rhythm and blues (R&B)","Super strength",Happy,"Business person","Wildlife, animals"
USA,CO,2015,"9         ",Male,14,Right-Handed,167,27,170,1,Car,5,.353,42,Soccer,700,700,600,800,100,100,27,"Same length",65,70,"Ring finger",November,Winter,No,No,Meat,Water,Science,8,9,6,"Yes - other","Text messaging",55,50,51,0,5,15,25,7,25,15,7,8,0,10,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,DC,2010,"9         ",Female,15,Right-Handed,152,22,8,2,Car,25,0.469,42,Dancing,1000,1000,1000,,500,600,22,"Same length",8,6,"Same length",October,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Languages,8,10,3,"Yes - other","Text messaging",110,112,8,8,8,8,8,8,8,8,8,8,8,8,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Friend,"Wildlife, animals"
USA,MO,2016,"9         ",Male,14,Right-Handed,163,24,166,1,Bus,45,0.453,55,Baseball/Softball,800,700,1000,1000,300,400,24,"Same length",80,80.5,"Ring finger",November,Fall,Yes,No,"No favorite",Water,Art,10,9,5,"Yes - broadband connection","In person",1,1,8,2,3,7,12,2,1,2,3,3,0,12,Some,"Graduate degree",Country,"Super strength",Rich,Friend,Health
USA,GA,2016,"9         ",Male,15,Right-Handed,182,12,182,2,Bus,20,.28,33,Bowling,500,750,690,1000,400,300,154,"Same length",123,63,"Ring finger",November,Winter,No,No,Meat,Water,"Mathematics and statistics",7,5,4,"Yes - other","In person",0,6,34,1,5,34,78,78,0,1,78,13,0,87,Some,"Some college",Country,Fly,Happy,"Sports person","Wildlife, animals"
USA,CO,2011,"9         ",Female,14,Right-Handed,,23,,2,Car,5,0.39,39,Basketball,418,824,225,,70,179,22,"Right foot",,,,June,Summer,No,No,Poultry,Juice,Languages,7,10,6,"Yes - other","Text messaging",130,200,20,5,2,13,10,0,2,168,6,2,3,1,"A lot",Other,"Rap/Hip hop",Telepathy,Rich,Relative,Other
USA,NJ,2017,"9         ",Female,15,Right-Handed,170,23,170,2,Car,6,.361,36,Dancing,1000,1000,1000,1000,900,900,23,"Same length",70,70,"Same length",February,Fall,Yes,No,Pizza/Pasta,Water,Science,6,4,4,"Yes - broadband connection","Cell phone",100,100,12,100,2,4,12,12,10,100,100,15,16,0,"Very little","Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse",Health
USA,NE,2018,"9         ",Male,14,Right-Handed,182,25.2,,2,Car,10,.369,35,Walking/Hiking,80,70,80,90,80,100,25.2,"Same length",,,"Ring finger",April,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,7,6,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,,0,0,7,14,0,40,40,0,40,0,0,7,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,NJ,2012,"9         ",Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CT,2018,"9         ",Female,26,Left-Handed,169,24.2,169,2,Car,9,0.5,50,Walking/Hiking,700,800,990,1000,1000,1000,25.5,"Left foot",9.5,10,"Ring finger",October,Fall,No,No,Seafood,Water,History,7,8.5,4,"Yes - broadband connection","Text messaging",1,1,0,3.5,6,14,0,0,7,0,7,7,0,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Actor,Health
